document,reference,status,detail,matches
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/oracle_feasibility.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/ORACLE_FEASIBILITY_TABLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/bodyshield_non_hardware_draft.pdf,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CLAIM_LEDGER.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PREBUTTAL.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PAPER_REVIEWER_RISK_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/paper_source_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_paper_source_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/paper_source_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PAPER_SOURCE_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/main.tex,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,paper/references.bib,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/portable_hygiene_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_portable_hygiene_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/portable_hygiene_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/PORTABLE_HYGIENE_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,release/bodyshield_non_hardware_release.zip,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,release/RELEASE_BUNDLE_MANIFEST.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_bundle.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_payload_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_determinism_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/release_runtime_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/build_release_bundle.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/verify_release_payload.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_release_payload_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_release_determinism_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_release_runtime_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,release/RELEASE_BUNDLE_CHECKSUMS.txt,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/release_payload_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/release_determinism_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/release_runtime_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/RELEASE_BUNDLE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/RELEASE_PAYLOAD_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/RELEASE_DETERMINISM_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/RELEASE_RUNTIME_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/evidence_consistency.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_evidence_consistency_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/evidence_consistency_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/EVIDENCE_CONSISTENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/environment_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_environment_dependency_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/environment_dependency_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/environment_snapshot.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,pyproject.toml,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/config_schema_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_config_schema_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/config_schema_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CONFIG_SCHEMA_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,data_schema.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,trial_schema.schema.json,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,tasks.yaml,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,configs/*.json,ok,glob matched 3 file(s),3
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,configs/*.yaml,ok,glob matched 3 file(s),3
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/source_import_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_source_import_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/source_import_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/SOURCE_IMPORT_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/robot/*.py,ok,glob matched 4 file(s),4
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/safe_robot_runner.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/artifact_inventory_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_artifact_inventory_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/artifact_inventory_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/ARTIFACT_INVENTORY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/ARTIFACT_MANIFEST.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,README_EXECUTION.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/REPRODUCIBILITY_MANIFEST.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/NON_HARDWARE_COMPLETE.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/derived_results_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_derived_results_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/derived_results_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/DERIVED_RESULTS_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/robustness_profiles.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/secondary_metrics_by_method.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/failure_taxonomy_counts.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/method_deltas_vs_bodyshield.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/results_integrity.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_results_integrity_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/results_integrity_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/RESULTS_INTEGRITY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/claim_boundary_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_claim_boundary_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/claim_boundary_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CLAIM_BOUNDARY_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/command_surface_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_command_surface_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/command_surface_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/COMMAND_SURFACE_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,bodyshield/visual_artifact_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,scripts/run_visual_artifact_audit.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/visual_artifact_audit.csv,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/VISUAL_ARTIFACT_AUDIT.md,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/figures/*.pdf,ok,glob matched 12 file(s),12
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,results/figures/*.png,ok,glob matched 12 file(s),12
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,tests/test_bodyshield.py,ok,file exists and is nonempty,1
reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,reports/CLAIM_BOUNDARY.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,configs/simulation_bodyshield_maxout.yaml,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,configs/external_policy_benchmark.example.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,configs/real_video_wam_readiness.example.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,configs/corrective_trace_readiness.example.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,tasks.yaml,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,data_schema.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trials.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trials.parquet,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trials_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/schema_validation_summary.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/breaking_search.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/bodybreak_minimality_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/summary_by_method_bucket.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/robustness_profiles.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/threshold_sensitivity.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/oracle_feasibility.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/method_deltas_vs_bodyshield.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/learned_outcome_model_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/learned_outcome_axis_weights.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/learned_outcome_predictions.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/visual_wam_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/visual_wam_feature_weights.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/visual_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/visual_wam_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/neural_wam_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/neural_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/neural_wam_training_curve.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/neural_wam_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/real_video_wam_readiness.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/mujoco_residual_policy_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/mujoco_residual_policy_rollouts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/mujoco_residual_policy_weights.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/mujoco_residual_policy_gate_ablation.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/mujoco_residual_policy_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trajectory_wam_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trajectory_wam_axis_weights.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trajectory_wam_rollouts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/trajectory_wam_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/corrective_adaptation_eval.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/corrective_adaptation_residual_weights.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/corrective_adaptation_rollouts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/corrective_adaptation_trace_sample.jsonl,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/corrective_trace_readiness.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/artifact_inventory_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/claim_boundary_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/command_surface_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/evidence_consistency_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/environment_dependency_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/environment_snapshot.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/config_schema_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/derived_results_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/source_import_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/results_integrity_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/paper_source_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/portable_hygiene_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/visual_artifact_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/release_payload_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/release_determinism_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/release_runtime_audit.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/simulation_rollout_videos.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/secondary_metrics_by_method.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/failure_taxonomy_counts.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/nominal_vs_robustness_radius.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/high_fidelity_benchmark.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,results/external_policy_benchmark_readiness.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,trial_schema.schema.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/ARTIFACT_MANIFEST.csv,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/ARTIFACT_MANIFEST.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/RELEASE_BUNDLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/ARTIFACT_INVENTORY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CLAIM_BOUNDARY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/COMMAND_SURFACE_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/EVIDENCE_CONSISTENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/ENVIRONMENT_DEPENDENCY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CONFIG_SCHEMA_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/DERIVED_RESULTS_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/SOURCE_IMPORT_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/RESULTS_INTEGRITY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/PAPER_SOURCE_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/PORTABLE_HYGIENE_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/VISUAL_ARTIFACT_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/RELEASE_PAYLOAD_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/RELEASE_DETERMINISM_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/RELEASE_RUNTIME_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/PACK_VERIFICATION.json,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/PACK_VERIFICATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/NON_HARDWARE_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CLAIM_LEDGER.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/NON_HARDWARE_REQUIREMENTS_TRACE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/BUDGET_AND_FAIRNESS_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/BODYBREAK_MINIMALITY_AUDIT.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/BODYBREAK_MINIMALITY_AUDIT_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/METHOD_DELTA_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/AGENDA_FIT_MEMO.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/LEARNED_OUTCOME_MODEL_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/LEARNED_OUTCOME_MODEL_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/VISUAL_WAM_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/VISUAL_WAM_FEATURE_WEIGHT_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/VISUAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/NEURAL_WAM_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/NEURAL_WAM_TRAINING_CURVE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/NEURAL_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/REAL_VIDEO_WAM_READINESS.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/REAL_VIDEO_WAM_READINESS_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_RESIDUAL_POLICY_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_RESIDUAL_POLICY_WEIGHT_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_RESIDUAL_POLICY_GATE_ABLATION_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_RESIDUAL_POLICY_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/TRAJECTORY_WAM_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/TRAJECTORY_WAM_AXIS_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/TRAJECTORY_WAM_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CORRECTIVE_ADAPTATION_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CORRECTIVE_ADAPTATION_WEIGHT_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CORRECTIVE_ADAPTATION_INTERPRETATION.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CORRECTIVE_TRACE_READINESS.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/CORRECTIVE_TRACE_READINESS_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/SIMULATION_ROLLOUT_VIDEOS.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/EXTERNAL_POLICY_BENCHMARK_READINESS.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/EXTERNAL_POLICY_BENCHMARK_READINESS_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_PLANAR_METHOD_SUMMARY_TABLE.md,ok,file exists and is nonempty,1
reports/REPRODUCIBILITY_MANIFEST.md,reports/MUJOCO_PLANAR_PROBE_TABLE.md,ok,file exists and is nonempty,1
