engine,task_id,method_id,perturbation_family,n,success_rate,mean_final_progress,mean_final_error,evidence_scope,notes
mujoco,push_block_probe,nominal,nominal,4.0,1.0,0.0398599381214726,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,latency,4.0,1.0,0.030739342711868,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,action_noise,4.0,0.0,0.0292020656074803,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,speed_accel_cap,4.0,0.0,0.0057270026036598,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,payload,4.0,0.0,0.0241035552479141,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,obstacle,4.0,0.0,0.0260007126192234,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,nominal,compound,4.0,0.0,0.0171468975141244,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,nominal,4.0,1.0,0.0398599381214726,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,latency,4.0,1.0,0.0323846415542706,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,action_noise,4.0,1.0,0.0309099508384885,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,speed_accel_cap,4.0,0.0,0.0065011642291024,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,payload,4.0,0.0,0.0246091520831657,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,obstacle,4.0,0.0,0.0273297267538724,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,domain_randomization,compound,4.0,0.0,0.0193639294245111,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,nominal,4.0,1.0,0.0398599381214726,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,latency,4.0,1.0,0.0329626855461122,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,action_noise,4.0,1.0,0.0326813776472127,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,speed_accel_cap,4.0,0.0,0.0068024348185695,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,payload,4.0,0.0,0.0256422959273646,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,obstacle,4.0,0.0,0.0288864762585427,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,bodyshield,compound,4.0,0.0,0.0206176864234441,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,nominal,4.0,1.0,0.0398599381214726,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,latency,4.0,1.0,0.0359590459747834,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,action_noise,4.0,1.0,0.0362066513569527,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,speed_accel_cap,4.0,0.0,0.0086803001135611,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,payload,4.0,0.0,0.0276778908359534,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,obstacle,4.0,1.0,0.0331215412266307,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,push_block_probe,oracle,compound,4.0,0.0,0.0266123232927516,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,nominal,4.0,1.0,0.0178725419419713,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,latency,4.0,1.0,0.0133956330252868,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,action_noise,4.0,0.5,0.0131061693014634,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,speed_accel_cap,4.0,0.0,0.0025678939571797,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,payload,4.0,0.0,0.0107126647592795,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,obstacle,4.0,0.0,0.0120491195924994,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,nominal,compound,4.0,0.0,0.0074707278850631,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,nominal,4.0,1.0,0.0178725419419713,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,latency,4.0,1.0,0.0141126236166713,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,action_noise,4.0,1.0,0.014299989334854,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,speed_accel_cap,4.0,0.0,0.0029150153219551,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,payload,4.0,0.0,0.0109373739087679,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,obstacle,4.0,0.0,0.0126650046446909,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,domain_randomization,compound,4.0,0.0,0.0086149005691723,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,nominal,4.0,1.0,0.0178725419419713,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,latency,4.0,1.0,0.0143645244220907,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,action_noise,4.0,1.0,0.014759366030691,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,speed_accel_cap,4.0,0.0,0.0030501001088337,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,payload,4.0,0.0,0.0113965478164001,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,obstacle,4.0,1.0,0.0133864256777232,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,bodyshield,compound,4.0,0.0,0.008993824809172,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,nominal,4.0,1.0,0.0178725419419713,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,latency,4.0,1.0,0.0156702824888849,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,action_noise,4.0,1.0,0.0163410582846101,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,speed_accel_cap,4.0,0.0,0.0038921040814397,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,payload,4.0,0.0,0.0123012544298901,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,obstacle,4.0,1.0,0.0153490182046976,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,press_button_probe,oracle,compound,4.0,0.0,0.0115910315109077,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,nominal,4.0,1.0,0.0438084289467234,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,latency,4.0,1.0,0.0339379198299156,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,action_noise,4.0,0.0,0.0318645180670679,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,speed_accel_cap,4.0,0.0,0.0062943145038395,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,payload,4.0,0.0,0.0265487427675727,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,obstacle,4.0,0.0,0.0283493963045559,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,nominal,compound,4.0,0.0,0.0188075195204115,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,nominal,4.0,1.0,0.0438084289467234,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,latency,4.0,1.0,0.0357544199656895,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,action_noise,4.0,1.0,0.0343919004975706,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,speed_accel_cap,4.0,0.0,0.0071451639070203,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,payload,4.0,0.0,0.0271056299232282,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,obstacle,4.0,0.0,0.0297984622955266,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,domain_randomization,compound,4.0,0.0,0.021559780323263,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,nominal,4.0,1.0,0.0438084289467234,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,latency,4.0,1.0,0.0363926122275465,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,action_noise,4.0,1.0,0.0365608974817053,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,speed_accel_cap,4.0,0.0,0.0074762780992247,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,payload,4.0,0.0,0.0282435811457521,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,obstacle,4.0,0.0,0.0314958353368405,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,bodyshield,compound,4.0,0.0,0.0230545764635456,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,nominal,4.0,1.0,0.0438084289467234,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,latency,4.0,1.0,0.0397007584349315,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,action_noise,4.0,1.0,0.0399554823844164,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,speed_accel_cap,4.0,0.0,0.009540163098154,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,payload,4.0,0.0,0.0304856771789412,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,obstacle,4.0,1.0,0.0361134601271357,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,slide_track_probe,oracle,compound,4.0,0.0,0.0294183984439498,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,nominal,4.0,1.0,0.0250051730226374,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,latency,4.0,1.0,0.0190611324377579,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,action_noise,4.0,0.25,0.0185068879230388,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,speed_accel_cap,4.0,0.0,0.0035926972733674,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,payload,4.0,0.0,0.0150546611441327,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,obstacle,4.0,0.0,0.0165784402604433,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,nominal,compound,4.0,0.0,0.0107103006449102,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,nominal,4.0,1.0,0.0250051730226374,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,latency,4.0,1.0,0.0200813643740321,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,action_noise,4.0,1.0,0.0201499648274298,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,speed_accel_cap,4.0,0.0,0.0040783489402788,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,payload,4.0,0.0,0.0153704481287485,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,obstacle,4.0,0.0,0.0174258393975067,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,domain_randomization,compound,4.0,0.0,0.0123086020256689,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,nominal,4.0,1.0,0.0250051730226374,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,latency,4.0,1.0,0.0204398031730208,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,action_noise,4.0,1.0,0.0209033996106657,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,speed_accel_cap,4.0,0.0,0.004267343795045,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,payload,4.0,0.0,0.0160157317944811,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,obstacle,4.0,0.0,0.0184184459864727,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,bodyshield,compound,4.0,0.0,0.012906749073178,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,nominal,4.0,1.0,0.0250051730226374,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,latency,4.0,1.0,0.0222978137198796,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,action_noise,4.0,1.0,0.0227427878014227,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,speed_accel_cap,4.0,0.0,0.0054453774004001,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,payload,4.0,0.0,0.0172871289498106,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,obstacle,4.0,1.0,0.0211187862656323,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pick_place_bin_probe,oracle,compound,4.0,0.0,0.0163716876802402,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pull_ring_probe,nominal,nominal,4.0,1.0,0.0279898281687321,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pull_ring_probe,nominal,latency,4.0,1.0,0.0214710412186659,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pull_ring_probe,nominal,action_noise,4.0,0.75,0.0209403769169404,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pull_ring_probe,nominal,speed_accel_cap,4.0,0.0,0.0040215270357373,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
mujoco,pull_ring_probe,nominal,payload,4.0,0.0,0.016888704653237,nan,bounded_mujoco_probe,Bounded MuJoCo 1-DOF task-shaped dynamics probe; not a full robot benchmark.
